1,34,11,0
2,14,8,0
3,14,12,0
4,9,8,0
5,18,9,0
6,18,9,0
7,25,7,0
8,40,9,0
9,39,8,0
10,32,12,0
11,28,9,0
12,20,10,0
13,24,12,0
14,17,8,0
15,5,12,0
16,6,9,0
17,17,12,0
18,1,12,0
19,38,9,0
20,26,12,0
21,14,10,0
22,7,12,0
23,7,11,0
24,15,7,0
25,22,8,0
26,38,8,0
27,8,7,0
28,16,11,0
29,18,8,0
30,26,7,0
31,26,7,0
32,7,7,0
33,4,7,0
34,36,11,0
35,32,12,0
36,21,11,0
37,28,11,0
38,32,7,0
39,38,8,0
40,28,7,0
41,35,7,0
42,19,11,0
43,25,11,0
44,11,9,0
45,19,12,0
46,13,10,0
47,36,7,0
48,22,7,0
49,32,11,0
50,26,12,0
51,29,7,0
52,40,7,0
53,17,8,0
54,1,12,0
55,27,7,0
56,35,9,0
57,32,10,0
58,22,9,0
59,13,11,0
60,21,11,0
61,13,9,0
62,34,11,0
63,13,9,0
64,32,10,0
65,35,9,0
66,13,8,0
67,8,8,0
68,6,7,0
69,9,7,0
70,39,11,0
71,11,12,0
72,35,11,0
73,3,8,0
74,23,8,0
75,20,10,0
76,10,9,0
77,21,11,0
78,23,11,0
79,25,10,0
80,25,8,0
81,27,7,0
82,11,7,0
83,24,8,0
84,39,11,0
85,15,8,0
86,17,12,0
87,22,8,0
88,10,11,0
89,36,12,0
90,26,8,0
91,19,8,0
92,12,8,0
93,14,9,0
94,2,10,0
95,33,9,0
96,30,9,0
97,6,11,0
98,11,10,0
99,35,10,0
100,27,7,0
1,1,9,0
2,7,11,0
3,21,7,0
4,20,8,0
5,3,12,0
6,36,12,0
7,14,11,0
8,6,11,0
9,32,10,0
10,23,11,0
11,29,7,0
12,19,12,0
13,3,11,0
14,37,12,0
15,18,10,0
16,32,11,0
17,7,8,0
18,4,10,0
19,27,12,0
20,18,12,0
21,2,7,0
22,22,10,0
23,26,12,0
24,8,8,0
25,8,7,0
26,31,8,0
27,38,8,0
28,27,7,0
29,2,12,0
30,34,12,0
31,36,10,0
32,33,7,0
33,31,12,0
34,38,7,0
35,21,7,0
36,15,9,0
37,19,11,0
38,19,8,0
39,20,10,0
40,31,7,0
41,29,9,0
42,37,12,0
43,9,12,0
44,32,9,0
45,2,12,0
46,39,7,0
47,25,12,0
48,11,9,0
49,26,10,0
50,1,9,0
51,10,10,0
52,4,8,0
53,31,10,0
54,14,12,0
55,17,7,0
56,22,8,0
57,37,11,0
58,29,11,0
59,36,8,0
60,22,7,0
61,17,8,0
62,7,9,0
63,39,9,0
64,10,10,0
65,8,8,0
66,33,7,0
67,38,9,0
68,3,9,0
69,39,9,0
70,31,10,0
71,6,12,0
72,23,7,0
73,33,9,0
74,22,9,0
75,38,11,0
76,30,11,0
77,18,10,0
78,33,10,0
79,1,10,0
80,5,12,0
81,18,8,0
82,33,12,0
83,15,7,0
84,15,11,0
85,18,7,0
86,23,9,0
87,28,11,0
88,33,7,0
89,12,9,0
90,25,9,0
91,35,9,0
92,11,7,0
93,3,12,0
94,6,9,0
95,28,11,0
96,3,9,0
97,16,9,0
98,18,9,0
99,23,8,0
100,24,9,0
1,4,9,0
2,31,10,0
3,28,12,0
4,23,10,0
5,36,7,0
6,7,11,0
7,13,9,0
8,40,8,0
9,31,10,0
10,16,12,0
11,35,11,0
12,4,10,0
13,30,8,0
14,20,10,0
15,37,12,0
16,21,11,0
17,20,10,0
18,26,9,0
19,3,7,0
20,9,12,0
21,29,11,0
22,36,11,0
23,33,12,0
24,40,10,0
25,16,7,0
26,36,10,0
27,20,10,0
28,37,10,0
29,8,10,0
30,32,11,0
31,19,10,0
32,13,7,0
33,21,11,0
34,27,12,0
35,21,11,0
36,29,11,0
37,29,11,0
38,11,11,0
39,16,7,0
40,10,7,0
41,36,9,0
42,9,12,0
43,25,11,0
44,19,9,0
45,16,9,0
46,25,10,0
47,30,12,0
48,18,9,0
49,14,9,0
50,4,8,0
51,38,8,0
52,8,10,0
53,30,7,0
54,12,8,0
55,27,9,0
56,1,10,0
57,19,8,0
58,37,7,0
59,13,7,0
60,9,11,0
61,23,7,0
62,8,8,0
63,22,10,0
64,34,12,0
65,15,11,0
66,22,11,0
67,36,11,0
68,37,11,0
69,29,9,0
70,39,8,0
71,9,12,0
72,16,7,0
73,27,11,0
74,22,8,0
75,3,10,0
76,30,12,0
77,23,10,0
78,20,9,0
79,34,12,0
80,10,8,0
81,28,12,0
82,37,11,0
83,29,10,0
84,4,8,0
85,28,7,0
86,4,8,0
87,33,12,0
88,2,8,0
89,20,9,0
90,2,9,0
91,30,12,0
92,32,11,0
93,14,11,0
94,27,7,0
95,16,7,0
96,23,12,0
97,32,11,0
98,36,11,0
99,33,11,0
100,9,10,0
1,29,10,0
2,36,11,0
3,24,11,0
4,9,10,0
5,14,12,0
6,16,10,0
7,2,12,0
8,26,12,0
9,12,12,0
10,37,12,0
11,17,12,0
12,36,10,0
13,26,12,0
14,27,11,0
15,33,7,0
16,10,8,0
17,22,9,0
18,29,7,0
19,38,10,0
20,36,8,0
21,20,9,0
22,38,8,0
23,31,11,0
24,3,11,0
25,10,12,0
26,33,9,0
27,8,8,0
28,21,10,0
29,28,8,0
30,33,11,0
31,34,10,0
32,13,11,0
33,3,9,0
34,39,10,0
35,8,7,0
36,2,12,0
37,23,9,0
38,9,11,0
39,39,8,0
40,16,12,0
41,9,9,0
42,26,7,0
43,29,10,0
44,2,7,0
45,24,7,0
46,38,12,0
47,11,7,0
48,22,8,0
49,35,12,0
50,9,11,0
51,14,10,0
52,27,11,0
53,22,11,0
54,38,7,0
55,4,9,0
56,36,10,0
57,31,9,0
58,3,12,0
59,24,11,0
60,31,7,0
61,5,12,0
62,14,8,0
63,20,9,0
64,1,8,0
65,32,8,0
66,1,10,0
67,20,8,0
68,28,8,0
69,27,11,0
70,19,9,0
71,29,8,0
72,23,10,0
73,40,8,0
74,14,12,0
75,7,9,0
76,17,10,0
77,1,10,0
78,10,12,0
79,14,10,0
80,32,9,0
81,11,8,0
82,13,11,0
83,1,7,0
84,9,7,0
85,2,7,0
86,30,8,0
87,18,8,0
88,33,8,0
89,13,10,0
90,3,11,0
91,12,8,0
92,21,10,0
93,10,9,0
94,39,9,0
95,30,8,0
96,34,9,0
97,12,10,0
98,27,9,0
99,17,7,0
100,36,12,0
1,15,11,0
2,10,12,0
3,12,10,0
4,28,11,0
5,13,12,0
6,3,10,0
7,38,9,0
8,18,12,0
9,20,7,0
10,31,12,0
11,15,10,0
12,11,11,0
13,19,9,0
14,8,10,0
15,14,10,0
16,36,12,0
17,1,9,0
18,27,12,0
19,19,9,0
20,31,9,0
21,4,11,0
22,31,9,0
23,2,8,0
24,40,9,0
25,10,8,0
26,19,8,0
27,16,8,0
28,13,10,0
29,13,11,0
30,25,12,0
31,9,7,0
32,31,11,0
33,37,8,0
34,2,9,0
35,14,12,0
36,21,8,0
37,24,12,0
38,20,7,0
39,7,8,0
40,18,9,0
41,25,9,0
42,8,9,0
43,13,10,0
44,13,12,0
45,27,11,0
46,16,12,0
47,34,12,0
48,10,8,0
49,9,8,0
50,40,12,0
51,30,8,0
52,2,9,0
53,40,10,0
54,18,7,0
55,1,8,0
56,31,8,0
57,14,10,0
58,5,7,0
59,31,12,0
60,4,9,0
61,15,9,0
62,21,7,0
63,5,9,0
64,20,10,0
65,37,10,0
66,10,8,0
67,35,7,0
68,15,8,0
69,26,8,0
70,17,11,0
71,26,12,0
72,24,9,0
73,5,8,0
74,26,8,0
75,10,11,0
76,38,10,0
77,34,11,0
78,3,12,0
79,38,8,0
80,25,7,0
81,28,10,0
82,1,9,0
83,30,11,0
84,11,12,0
85,39,10,0
86,5,7,0
87,5,11,0
88,35,9,0
89,26,10,0
90,13,10,0
91,35,12,0
92,32,11,0
93,28,12,0
94,24,8,0
95,19,8,0
96,13,11,0
97,26,8,0
98,4,8,0
99,3,8,0
100,21,9,0
1,27,10,0
2,19,12,0
3,4,11,0
4,6,10,0
5,10,9,0
6,36,8,0
7,15,12,0
8,22,8,0
9,28,11,0
10,39,7,0
11,24,9,0
12,16,9,0
13,31,9,0
14,25,7,0
15,25,7,0
16,24,10,0
17,20,12,0
18,3,7,0
19,34,7,0
20,26,10,0
21,14,8,0
22,40,9,0
23,28,9,0
24,7,12,0
25,28,8,0
26,15,10,0
27,7,8,0
28,20,7,0
29,12,9,0
30,8,8,0
31,35,12,0
32,18,11,0
33,29,12,0
34,10,10,0
35,7,9,0
36,32,10,0
37,33,10,0
38,4,12,0
39,27,7,0
40,2,7,0
41,32,11,0
42,34,10,0
43,25,8,0
44,23,11,0
45,19,8,0
46,4,10,0
47,15,10,0
48,3,11,0
49,11,10,0
50,22,10,0
51,3,7,0
52,7,7,0
53,11,8,0
54,25,7,0
55,18,11,0
56,30,7,0
57,29,8,0
58,15,12,0
59,10,10,0
60,23,12,0
61,35,7,0
62,16,11,0
63,5,8,0
64,29,7,0
65,24,9,0
66,31,9,0
67,27,8,0
68,33,11,0
69,28,8,0
70,38,7,0
71,15,11,0
72,15,7,0
73,17,12,0
74,15,12,0
75,31,11,0
76,12,11,0
77,9,10,0
78,35,12,0
79,34,7,0
80,7,8,0
81,31,7,0
82,10,8,0
83,25,11,0
84,6,10,0
85,5,11,0
86,14,11,0
87,38,7,0
88,21,8,0
89,38,10,0
90,19,11,0
91,26,11,0
92,13,12,0
93,40,10,0
94,19,8,0
95,7,7,0
96,18,10,0
97,21,12,0
98,14,7,0
99,7,12,0
100,32,7,0
